GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALT1E001,ALT1E002,ALT1E003,NAME_M,ALT1M001,ALT1M002,ALT1M003
G2601170,2015-2019,MI,,,Michigan,26,Montcalm County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26117,,,"Montcalm County, Michigan",40.7,39.7,41.9,"Montcalm County, Michigan",0.5,0.4,0.7
G2601190,2015-2019,MI,,,Michigan,26,Montmorency County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26119,,,"Montmorency County, Michigan",56.1,56.2,56.1,"Montmorency County, Michigan",0.4,0.6,0.7
G2601210,2015-2019,MI,,,Michigan,26,Muskegon County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26121,,,"Muskegon County, Michigan",39.3,38.1,40.6,"Muskegon County, Michigan",0.3,0.3,0.4
G2601230,2015-2019,MI,,,Michigan,26,Newaygo County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26123,,,"Newaygo County, Michigan",42.4,41.3,43.7,"Newaygo County, Michigan",0.3,0.4,0.3
G2601250,2015-2019,MI,,,Michigan,26,Oakland County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26125,,,"Oakland County, Michigan",40.9,39.2,42.6,"Oakland County, Michigan",0.2,0.2,0.1
G2601270,2015-2019,MI,,,Michigan,26,Oceana County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26127,,,"Oceana County, Michigan",43.2,41.8,44.4,"Oceana County, Michigan",0.6,0.7,0.3
G2601290,2015-2019,MI,,,Michigan,26,Ogemaw County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26129,,,"Ogemaw County, Michigan",50.4,49.5,51.4,"Ogemaw County, Michigan",0.3,0.4,0.4
G2601310,2015-2019,MI,,,Michigan,26,Ontonagon County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26131,,,"Ontonagon County, Michigan",58.6,58.7,58.6,"Ontonagon County, Michigan",0.4,0.5,0.6
G2601330,2015-2019,MI,,,Michigan,26,Osceola County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26133,,,"Osceola County, Michigan",43.8,42.7,44.9,"Osceola County, Michigan",0.3,0.8,0.3
G2601350,2015-2019,MI,,,Michigan,26,Oscoda County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26135,,,"Oscoda County, Michigan",51.8,51.3,52.6,"Oscoda County, Michigan",0.4,0.4,0.9
G2601370,2015-2019,MI,,,Michigan,26,Otsego County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26137,,,"Otsego County, Michigan",44.9,43.7,45.6,"Otsego County, Michigan",0.3,0.7,0.3
G2601390,2015-2019,MI,,,Michigan,26,Ottawa County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26139,,,"Ottawa County, Michigan",35.2,34.3,36.1,"Ottawa County, Michigan",0.1,0.2,0.2
G2601410,2015-2019,MI,,,Michigan,26,Presque Isle County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26141,,,"Presque Isle County, Michigan",55,55.1,55,"Presque Isle County, Michigan",0.3,0.3,0.2
G2601430,2015-2019,MI,,,Michigan,26,Roscommon County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26143,,,"Roscommon County, Michigan",56.2,55.7,56.6,"Roscommon County, Michigan",0.3,0.3,0.4
G2601450,2015-2019,MI,,,Michigan,26,Saginaw County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26145,,,"Saginaw County, Michigan",40.9,39,42.9,"Saginaw County, Michigan",0.2,0.3,0.4
G2601470,2015-2019,MI,,,Michigan,26,St. Clair County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26147,,,"St. Clair County, Michigan",43.8,42.7,45,"St. Clair County, Michigan",0.2,0.4,0.1
G2601490,2015-2019,MI,,,Michigan,26,St. Joseph County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26149,,,"St. Joseph County, Michigan",39.6,38.2,41,"St. Joseph County, Michigan",0.5,0.6,0.5
G2601510,2015-2019,MI,,,Michigan,26,Sanilac County,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26151,,,"Sanilac County, Michigan",45.2,44.4,46.3,"Sanilac County, Michigan",0.2,0.3,0.4
G2601530,2015-2019,MI,,,Michigan,26,Schoolcraft County,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26153,,,"Schoolcraft County, Michigan",52.1,51.8,52.6,"Schoolcraft County, Michigan",0.4,0.6,0.6
G2601550,2015-2019,MI,,,Michigan,26,Shiawassee County,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26155,,,"Shiawassee County, Michigan",42.4,40.7,43.9,"Shiawassee County, Michigan",0.4,0.6,0.4
G2601570,2015-2019,MI,,,Michigan,26,Tuscola County,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26157,,,"Tuscola County, Michigan",44.6,43.3,45.9,"Tuscola County, Michigan",0.2,0.3,0.2
G2601590,2015-2019,MI,,,Michigan,26,Van Buren County,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26159,,,"Van Buren County, Michigan",41.6,40.7,42.4,"Van Buren County, Michigan",0.4,0.7,0.5
G2601610,2015-2019,MI,,,Michigan,26,Washtenaw County,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26161,,,"Washtenaw County, Michigan",33.6,32.3,34.9,"Washtenaw County, Michigan",0.1,0.2,0.1
G2601630,2015-2019,MI,,,Michigan,26,Wayne County,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26163,,,"Wayne County, Michigan",37.9,36.1,39.4,"Wayne County, Michigan",0.1,0.1,0.2
G2601650,2015-2019,MI,,,Michigan,26,Wexford County,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US26165,,,"Wexford County, Michigan",41.6,40.5,43.1,"Wexford County, Michigan",0.5,0.5,0.6
G2700010,2015-2019,MN,,,Minnesota,27,Aitkin County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27001,,,"Aitkin County, Minnesota",55.5,55.2,55.7,"Aitkin County, Minnesota",0.2,0.2,0.3
G2700030,2015-2019,MN,,,Minnesota,27,Anoka County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27003,,,"Anoka County, Minnesota",38.5,37.8,39.3,"Anoka County, Minnesota",0.2,0.2,0.2
G2700050,2015-2019,MN,,,Minnesota,27,Becker County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27005,,,"Becker County, Minnesota",41.9,42.1,41.5,"Becker County, Minnesota",0.4,0.5,0.7
G2700070,2015-2019,MN,,,Minnesota,27,Beltrami County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27007,,,"Beltrami County, Minnesota",34,32.6,35.5,"Beltrami County, Minnesota",0.3,0.6,0.3
G2700090,2015-2019,MN,,,Minnesota,27,Benton County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27009,,,"Benton County, Minnesota",36,35.5,36.6,"Benton County, Minnesota",0.5,0.5,0.6
G2700110,2015-2019,MN,,,Minnesota,27,Big Stone County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27011,,,"Big Stone County, Minnesota",49,46.2,51.2,"Big Stone County, Minnesota",0.8,0.9,0.6
G2700130,2015-2019,MN,,,Minnesota,27,Blue Earth County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27013,,,"Blue Earth County, Minnesota",31,30.1,32.1,"Blue Earth County, Minnesota",0.2,0.2,0.4
G2700150,2015-2019,MN,,,Minnesota,27,Brown County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27015,,,"Brown County, Minnesota",42.3,40.6,44.5,"Brown County, Minnesota",0.6,0.6,0.6
G2700170,2015-2019,MN,,,Minnesota,27,Carlton County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27017,,,"Carlton County, Minnesota",41,39.8,42.8,"Carlton County, Minnesota",0.5,0.7,0.6
G2700190,2015-2019,MN,,,Minnesota,27,Carver County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27019,,,"Carver County, Minnesota",37.9,37,38.5,"Carver County, Minnesota",0.3,0.4,0.4
G2700210,2015-2019,MN,,,Minnesota,27,Cass County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27021,,,"Cass County, Minnesota",48.9,48.3,49.6,"Cass County, Minnesota",0.2,0.3,0.3
G2700230,2015-2019,MN,,,Minnesota,27,Chippewa County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27023,,,"Chippewa County, Minnesota",41.6,39.5,43.5,"Chippewa County, Minnesota",0.9,1.9,1.7
G2700250,2015-2019,MN,,,Minnesota,27,Chisago County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27025,,,"Chisago County, Minnesota",41.3,40.3,42.5,"Chisago County, Minnesota",0.3,0.6,0.4
G2700270,2015-2019,MN,,,Minnesota,27,Clay County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27027,,,"Clay County, Minnesota",32.6,32.1,33,"Clay County, Minnesota",0.4,0.5,0.4
G2700290,2015-2019,MN,,,Minnesota,27,Clearwater County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27029,,,"Clearwater County, Minnesota",42.3,40.6,43.8,"Clearwater County, Minnesota",0.4,0.5,0.5
G2700310,2015-2019,MN,,,Minnesota,27,Cook County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27031,,,"Cook County, Minnesota",52.6,52.1,53.2,"Cook County, Minnesota",0.6,2.2,0.7
G2700330,2015-2019,MN,,,Minnesota,27,Cottonwood County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27033,,,"Cottonwood County, Minnesota",42.9,41.4,44.9,"Cottonwood County, Minnesota",0.9,1.1,1.6
G2700350,2015-2019,MN,,,Minnesota,27,Crow Wing County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27035,,,"Crow Wing County, Minnesota",44.5,43.2,46.3,"Crow Wing County, Minnesota",0.3,0.4,0.5
G2700370,2015-2019,MN,,,Minnesota,27,Dakota County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27037,,,"Dakota County, Minnesota",37.9,36.8,39.1,"Dakota County, Minnesota",0.2,0.1,0.2
G2700390,2015-2019,MN,,,Minnesota,27,Dodge County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27039,,,"Dodge County, Minnesota",38.4,37.3,39.3,"Dodge County, Minnesota",0.4,0.8,0.5
G2700410,2015-2019,MN,,,Minnesota,27,Douglas County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27041,,,"Douglas County, Minnesota",44.2,41.9,45.8,"Douglas County, Minnesota",0.4,0.6,0.4
G2700430,2015-2019,MN,,,Minnesota,27,Faribault County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27043,,,"Faribault County, Minnesota",45.8,43.3,47.8,"Faribault County, Minnesota",0.5,0.8,0.8
G2700450,2015-2019,MN,,,Minnesota,27,Fillmore County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27045,,,"Fillmore County, Minnesota",42.3,40.6,43.7,"Fillmore County, Minnesota",0.4,0.6,0.4
G2700470,2015-2019,MN,,,Minnesota,27,Freeborn County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27047,,,"Freeborn County, Minnesota",44,42.9,45.4,"Freeborn County, Minnesota",0.4,0.8,0.5
G2700490,2015-2019,MN,,,Minnesota,27,Goodhue County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27049,,,"Goodhue County, Minnesota",42.2,41,43.9,"Goodhue County, Minnesota",0.5,0.6,0.3
G2700510,2015-2019,MN,,,Minnesota,27,Grant County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27051,,,"Grant County, Minnesota",44.9,43.9,46.7,"Grant County, Minnesota",0.7,0.7,0.5
G2700530,2015-2019,MN,,,Minnesota,27,Hennepin County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27053,,,"Hennepin County, Minnesota",36.5,35.6,37.4,"Hennepin County, Minnesota",0.1,0.2,0.1
G2700550,2015-2019,MN,,,Minnesota,27,Houston County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27055,,,"Houston County, Minnesota",45.3,43.7,47.1,"Houston County, Minnesota",0.2,0.4,0.4
G2700570,2015-2019,MN,,,Minnesota,27,Hubbard County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27057,,,"Hubbard County, Minnesota",48.7,48.1,49.2,"Hubbard County, Minnesota",0.3,0.4,0.4
G2700590,2015-2019,MN,,,Minnesota,27,Isanti County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27059,,,"Isanti County, Minnesota",40,38.7,40.8,"Isanti County, Minnesota",0.5,1,0.6
G2700610,2015-2019,MN,,,Minnesota,27,Itasca County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27061,,,"Itasca County, Minnesota",46.3,45,47.6,"Itasca County, Minnesota",0.2,0.2,0.4
G2700630,2015-2019,MN,,,Minnesota,27,Jackson County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27063,,,"Jackson County, Minnesota",44.8,44.1,46,"Jackson County, Minnesota",0.4,1,0.7
G2700650,2015-2019,MN,,,Minnesota,27,Kanabec County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27065,,,"Kanabec County, Minnesota",45,44.4,45.4,"Kanabec County, Minnesota",0.3,0.4,0.4
G2700670,2015-2019,MN,,,Minnesota,27,Kandiyohi County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27067,,,"Kandiyohi County, Minnesota",39.3,37.8,40.7,"Kandiyohi County, Minnesota",0.3,0.5,0.6
G2700690,2015-2019,MN,,,Minnesota,27,Kittson County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27069,,,"Kittson County, Minnesota",48.1,46.6,49.4,"Kittson County, Minnesota",0.5,0.9,0.6
G2700710,2015-2019,MN,,,Minnesota,27,Koochiching County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27071,,,"Koochiching County, Minnesota",49.5,48.7,50.2,"Koochiching County, Minnesota",0.4,0.3,0.5
G2700730,2015-2019,MN,,,Minnesota,27,Lac qui Parle County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27073,,,"Lac qui Parle County, Minnesota",50.4,49.3,51.5,"Lac qui Parle County, Minnesota",0.5,0.7,0.8
G2700750,2015-2019,MN,,,Minnesota,27,Lake County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27075,,,"Lake County, Minnesota",50.8,50.6,51.1,"Lake County, Minnesota",0.6,0.9,0.6
G2700770,2015-2019,MN,,,Minnesota,27,Lake of the Woods County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27077,,,"Lake of the Woods County, Minnesota",50.9,50.5,51.4,"Lake of the Woods County, Minnesota",0.7,4.4,2.6
G2700790,2015-2019,MN,,,Minnesota,27,Le Sueur County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27079,,,"Le Sueur County, Minnesota",41,40.4,41.4,"Le Sueur County, Minnesota",0.4,0.6,0.5
G2700810,2015-2019,MN,,,Minnesota,27,Lincoln County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27081,,,"Lincoln County, Minnesota",45.4,44.4,46.5,"Lincoln County, Minnesota",0.3,0.3,0.5
G2700830,2015-2019,MN,,,Minnesota,27,Lyon County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27083,,,"Lyon County, Minnesota",35.8,35,36.9,"Lyon County, Minnesota",0.3,0.4,0.7
G2700850,2015-2019,MN,,,Minnesota,27,McLeod County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27085,,,"McLeod County, Minnesota",40.7,39,43.3,"McLeod County, Minnesota",0.5,0.9,0.5
G2700870,2015-2019,MN,,,Minnesota,27,Mahnomen County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27087,,,"Mahnomen County, Minnesota",35.7,34.6,37.4,"Mahnomen County, Minnesota",0.4,0.8,0.6
G2700890,2015-2019,MN,,,Minnesota,27,Marshall County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27089,,,"Marshall County, Minnesota",43.7,43.4,44.3,"Marshall County, Minnesota",0.5,0.5,0.7
G2700910,2015-2019,MN,,,Minnesota,27,Martin County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27091,,,"Martin County, Minnesota",45.3,43.5,48,"Martin County, Minnesota",0.4,0.8,1.1
G2700930,2015-2019,MN,,,Minnesota,27,Meeker County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27093,,,"Meeker County, Minnesota",42.2,41.4,43.2,"Meeker County, Minnesota",0.4,0.6,0.7
G2700950,2015-2019,MN,,,Minnesota,27,Mille Lacs County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27095,,,"Mille Lacs County, Minnesota",40.5,39.6,41.6,"Mille Lacs County, Minnesota",0.4,0.3,0.7
G2700970,2015-2019,MN,,,Minnesota,27,Morrison County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27097,,,"Morrison County, Minnesota",41.7,40.6,43.1,"Morrison County, Minnesota",0.4,0.4,0.5
G2700990,2015-2019,MN,,,Minnesota,27,Mower County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27099,,,"Mower County, Minnesota",38.8,37.6,40.1,"Mower County, Minnesota",0.5,0.4,0.8
G2701010,2015-2019,MN,,,Minnesota,27,Murray County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27101,,,"Murray County, Minnesota",48.1,46.7,49.3,"Murray County, Minnesota",0.8,0.4,0.5
G2701030,2015-2019,MN,,,Minnesota,27,Nicollet County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27103,,,"Nicollet County, Minnesota",36.3,36,36.8,"Nicollet County, Minnesota",0.5,0.5,1
G2701050,2015-2019,MN,,,Minnesota,27,Nobles County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27105,,,"Nobles County, Minnesota",35.7,35.3,36.2,"Nobles County, Minnesota",0.4,0.6,0.7
G2701070,2015-2019,MN,,,Minnesota,27,Norman County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27107,,,"Norman County, Minnesota",43.8,43,44.7,"Norman County, Minnesota",0.6,0.7,0.8
G2701090,2015-2019,MN,,,Minnesota,27,Olmsted County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27109,,,"Olmsted County, Minnesota",37.2,36.1,38.1,"Olmsted County, Minnesota",0.2,0.3,0.3
G2701110,2015-2019,MN,,,Minnesota,27,Otter Tail County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27111,,,"Otter Tail County, Minnesota",46.8,45.4,48.1,"Otter Tail County, Minnesota",0.3,0.3,0.3
G2701130,2015-2019,MN,,,Minnesota,27,Pennington County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27113,,,"Pennington County, Minnesota",39.6,38.1,41.1,"Pennington County, Minnesota",0.7,1.2,0.9
G2701150,2015-2019,MN,,,Minnesota,27,Pine County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27115,,,"Pine County, Minnesota",45,43.2,47.1,"Pine County, Minnesota",0.3,0.5,0.4
G2701170,2015-2019,MN,,,Minnesota,27,Pipestone County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27117,,,"Pipestone County, Minnesota",42.1,40.4,43.8,"Pipestone County, Minnesota",0.8,0.9,1
G2701190,2015-2019,MN,,,Minnesota,27,Polk County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27119,,,"Polk County, Minnesota",38.7,37.3,40.3,"Polk County, Minnesota",0.5,0.7,0.6
G2701210,2015-2019,MN,,,Minnesota,27,Pope County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27121,,,"Pope County, Minnesota",45.8,44.5,48,"Pope County, Minnesota",0.3,0.4,0.7
G2701230,2015-2019,MN,,,Minnesota,27,Ramsey County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27123,,,"Ramsey County, Minnesota",35,34.1,36.1,"Ramsey County, Minnesota",0.1,0.2,0.2
G2701250,2015-2019,MN,,,Minnesota,27,Red Lake County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27125,,,"Red Lake County, Minnesota",42.7,42.4,43.1,"Red Lake County, Minnesota",0.3,0.5,0.5
G2701270,2015-2019,MN,,,Minnesota,27,Redwood County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27127,,,"Redwood County, Minnesota",42.6,41.3,43.9,"Redwood County, Minnesota",0.6,0.9,0.4
G2701290,2015-2019,MN,,,Minnesota,27,Renville County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27129,,,"Renville County, Minnesota",43.8,43,44.7,"Renville County, Minnesota",0.3,0.6,0.3
G2701310,2015-2019,MN,,,Minnesota,27,Rice County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27131,,,"Rice County, Minnesota",36.5,35.9,37.3,"Rice County, Minnesota",0.3,0.3,0.3
G2701330,2015-2019,MN,,,Minnesota,27,Rock County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27133,,,"Rock County, Minnesota",40.8,40.4,41.4,"Rock County, Minnesota",0.8,0.8,1.1
G2701350,2015-2019,MN,,,Minnesota,27,Roseau County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27135,,,"Roseau County, Minnesota",41.6,41.3,42.2,"Roseau County, Minnesota",0.4,0.5,0.9
G2701370,2015-2019,MN,,,Minnesota,27,St. Louis County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27137,,,"St. Louis County, Minnesota",41.1,39.9,41.9,"St. Louis County, Minnesota",0.3,0.4,0.3
G2701390,2015-2019,MN,,,Minnesota,27,Scott County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27139,,,"Scott County, Minnesota",36.5,36,37,"Scott County, Minnesota",0.2,0.2,0.2
G2701410,2015-2019,MN,,,Minnesota,27,Sherburne County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27141,,,"Sherburne County, Minnesota",36,35.4,36.8,"Sherburne County, Minnesota",0.2,0.2,0.3
G2701430,2015-2019,MN,,,Minnesota,27,Sibley County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27143,,,"Sibley County, Minnesota",41.7,40.9,42.5,"Sibley County, Minnesota",0.3,0.7,1
G2701450,2015-2019,MN,,,Minnesota,27,Stearns County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27145,,,"Stearns County, Minnesota",34.4,33.6,35.3,"Stearns County, Minnesota",0.2,0.2,0.1
G2701470,2015-2019,MN,,,Minnesota,27,Steele County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27147,,,"Steele County, Minnesota",39,37.9,39.9,"Steele County, Minnesota",0.6,0.7,0.7
G2701490,2015-2019,MN,,,Minnesota,27,Stevens County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27149,,,"Stevens County, Minnesota",33.1,32.3,34,"Stevens County, Minnesota",0.7,1.1,1.1
G2701510,2015-2019,MN,,,Minnesota,27,Swift County,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27151,,,"Swift County, Minnesota",43.9,42,45,"Swift County, Minnesota",0.6,1.4,0.6
G2701530,2015-2019,MN,,,Minnesota,27,Todd County,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27153,,,"Todd County, Minnesota",43.9,43.1,44.7,"Todd County, Minnesota",0.4,0.7,0.7
G2701550,2015-2019,MN,,,Minnesota,27,Traverse County,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27155,,,"Traverse County, Minnesota",47.5,46.7,49.7,"Traverse County, Minnesota",1.2,1.8,1.7
G2701570,2015-2019,MN,,,Minnesota,27,Wabasha County,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27157,,,"Wabasha County, Minnesota",45.2,44.6,45.9,"Wabasha County, Minnesota",0.4,0.6,0.5
G2701590,2015-2019,MN,,,Minnesota,27,Wadena County,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27159,,,"Wadena County, Minnesota",41.5,40.5,42.2,"Wadena County, Minnesota",0.8,1.4,0.9
G2701610,2015-2019,MN,,,Minnesota,27,Waseca County,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27161,,,"Waseca County, Minnesota",40.5,40,40.9,"Waseca County, Minnesota",0.9,1,1
G2701630,2015-2019,MN,,,Minnesota,27,Washington County,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27163,,,"Washington County, Minnesota",39.5,38.5,40.6,"Washington County, Minnesota",0.3,0.3,0.3
G2701650,2015-2019,MN,,,Minnesota,27,Watonwan County,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27165,,,"Watonwan County, Minnesota",39.9,38.8,40.8,"Watonwan County, Minnesota",1.5,1.2,1.8
G2701670,2015-2019,MN,,,Minnesota,27,Wilkin County,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27167,,,"Wilkin County, Minnesota",43.3,42.4,44.1,"Wilkin County, Minnesota",0.4,0.5,0.5
G2701690,2015-2019,MN,,,Minnesota,27,Winona County,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27169,,,"Winona County, Minnesota",35.2,34.8,35.7,"Winona County, Minnesota",0.3,0.3,0.4
G2701710,2015-2019,MN,,,Minnesota,27,Wright County,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27171,,,"Wright County, Minnesota",37,36.4,37.6,"Wright County, Minnesota",0.2,0.3,0.3
G2701730,2015-2019,MN,,,Minnesota,27,Yellow Medicine County,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US27173,,,"Yellow Medicine County, Minnesota",42.4,41.4,43.8,"Yellow Medicine County, Minnesota",0.5,0.8,0.9
G2800010,2015-2019,MS,,,Mississippi,28,Adams County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28001,,,"Adams County, Mississippi",41.4,38.7,44.8,"Adams County, Mississippi",0.9,0.4,0.3
G2800030,2015-2019,MS,,,Mississippi,28,Alcorn County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28003,,,"Alcorn County, Mississippi",39.7,38.1,42.2,"Alcorn County, Mississippi",0.5,0.8,0.8
